school_type_enc,subject_category_enc,total_students,teacher_count,past_avg_score,past_pass_rate,submission_rate,marks_deadline_set,days_to_exam,years_of_history,predicted_avg_score
4,3,273,13,66.97,0.6031,0.5835,0,114,3,57.31
2,2,245,12,70.51,0.6384,0.819,1,41,10,68.88
3,2,243,18,75.01,0.791,0.5038,1,298,3,71.21
4,1,258,11,69.13,0.6836,0.5835,1,257,3,68.76
1,1,281,17,38.92,0.3943,0.5992,1,318,5,39.28
1,1,62,4,41.53,0.4274,0.5967,1,355,2,39.96
1,2,272,11,51.98,0.5403,0.8919,1,228,10,57.2
1,3,80,4,35.23,0.3378,0.7013,1,243,9,35.09
4,3,145,9,80.02,0.7535,0.7533,0,154,4,77.8
2,3,125,5,52.37,0.4713,0.5636,1,55,9,39.22
2,3,31,2,48.24,0.4394,0.3627,0,262,5,38.5
1,1,74,5,50.63,0.5201,0.7095,1,25,6,51.15
3,3,317,14,66.48,0.6209,0.7782,1,114,10,70.2
2,2,130,7,58.97,0.5897,0.6138,0,251,1,47.06
4,1,283,11,56.23,0.5948,0.5115,1,116,10,52.97
1,2,233,13,34.35,0.3589,0.5161,0,180,2,32.35
2,3,280,13,87.17,0.8912,0.8289,1,20,4,83.63
4,3,218,9,79.14,0.6897,0.7211,0,153,5,75.68
1,2,128,5,54.7,0.497,0.9225,1,121,10,54.75
4,3,127,5,59.65,0.6423,0.3207,0,36,1,47.05
2,1,308,17,47.57,0.4412,0.9836,1,98,1,47.18
2,2,196,10,49.72,0.5166,0.5253,1,127,9,49.66
2,3,252,14,60.53,0.5403,0.5124,1,52,1,59.83
2,1,59,3,41.64,0.3855,0.8487,1,141,9,46.66
3,3,137,10,55.36,0.5464,0.7289,0,135,1,55.56
1,3,334,18,34.03,0.314,0.6067,0,73,8,27.88
4,3,144,7,67.56,0.5791,0.7028,1,258,6,63.53
4,2,278,15,66.68,0.6765,0.9791,1,219,2,76.26
3,1,69,3,62.36,0.5553,0.5859,1,91,6,50.9
2,2,288,23,48.77,0.4691,0.9748,1,176,3,58.94
1,2,174,8,64.24,0.5631,0.8112,1,255,3,59.76
4,1,278,16,0.0,0.0,0.594,1,295,0,49.2
3,3,62,2,58.94,0.5193,0.946,1,208,4,58.56
2,3,60,2,58.37,0.5476,0.9007,1,283,2,59.13
4,1,182,9,0.0,0.0,0.6583,0,32,0,47.5
1,3,329,15,42.94,0.4211,0.9176,1,261,2,44.58
1,3,144,7,60.96,0.5336,0.6699,1,16,2,58.5
1,3,43,2,31.07,0.3085,0.7008,1,339,2,28.4
2,1,141,6,40.44,0.4078,0.3925,0,31,6,29.54
1,2,94,4,47.85,0.5149,0.7117,1,142,2,44.93
3,1,265,10,49.26,0.5183,0.8909,1,57,10,50.84
3,2,330,19,60.06,0.6124,0.6279,1,204,6,52.82
2,2,180,11,53.9,0.467,0.7146,1,291,5,57.74
4,2,162,8,75.12,0.744,0.8307,1,190,4,73.17
2,2,278,18,39.81,0.3623,0.6646,0,245,6,33.95
4,2,285,12,69.25,0.6308,0.8252,1,322,4,65.08
3,2,149,6,68.07,0.7261,0.3131,0,166,6,52.86
3,1,330,23,57.49,0.5463,0.7525,0,36,4,53.08
2,3,48,2,61.2,0.659,0.7951,1,148,7,66.0
3,3,148,7,0.0,0.0,0.3757,0,296,0,45.15
3,1,350,29,58.26,0.4986,0.6093,0,169,5,56.86
1,1,262,13,49.56,0.5234,0.8102,1,179,10,47.19
2,1,76,5,47.86,0.4854,0.6374,1,95,3,49.48
4,2,101,5,70.36,0.7155,0.3281,0,196,10,62.99
4,1,204,12,54.86,0.5973,0.8783,1,30,5,60.74
1,3,143,8,22.13,0.205,0.6563,1,360,1,27.32
2,3,238,17,56.04,0.5526,0.5506,0,136,2,50.36
2,1,187,8,62.12,0.6464,0.8805,1,141,5,58.87
1,1,156,8,43.85,0.4796,0.6961,1,17,8,35.98
4,3,144,11,63.63,0.5783,0.668,1,47,6,71.55
4,3,196,15,69.55,0.7165,0.7699,1,74,5,78.38
4,2,141,6,75.92,0.6862,0.9139,1,281,1,70.23
1,2,71,3,28.83,0.256,0.6343,0,134,10,21.17
2,3,114,5,66.36,0.6422,0.7208,1,248,3,65.33
2,3,194,12,0.0,0.0,0.8144,1,109,0,56.32
1,3,178,11,53.59,0.5055,0.5423,1,29,9,49.24
4,2,85,4,54.77,0.5591,0.6702,0,249,1,55.62
2,2,57,2,68.75,0.7317,0.9209,1,82,3,72.44
1,3,282,15,49.13,0.4851,0.9499,1,174,9,54.4
4,1,272,20,0.0,0.0,0.7824,1,359,0,62.76
4,2,202,8,80.38,0.8522,0.7749,0,38,9,77.32
1,1,28,2,47.94,0.4367,0.8065,1,119,10,59.57
3,3,329,20,66.78,0.6432,0.6189,1,34,6,64.05
2,2,233,11,67.15,0.5823,0.5731,1,227,7,61.47
1,1,306,14,53.89,0.4813,0.7127,0,61,7,50.08
1,1,304,18,57.42,0.5825,0.7379,0,98,2,55.34
1,3,64,2,43.41,0.4109,0.7289,0,220,10,43.37
2,3,314,15,86.26,0.8365,0.5092,0,16,10,78.65
4,3,273,15,60.25,0.519,0.3712,0,141,2,51.62
1,2,29,2,45.65,0.4875,0.6598,0,282,6,49.71
3,1,295,17,68.96,0.7383,0.5403,1,145,1,64.55
3,2,240,12,54.77,0.5189,0.4023,0,229,2,45.83
4,1,84,4,71.09,0.6933,0.5707,1,227,10,65.03
1,1,230,10,59.87,0.5416,0.4999,0,116,6,48.42
4,1,293,16,78.78,0.8318,0.7012,0,121,4,69.76
3,3,219,8,47.77,0.4516,0.6024,1,121,4,46.72
1,2,259,14,54.26,0.554,0.669,0,201,1,53.81
1,3,228,9,66.89,0.6124,0.4376,0,170,6,63.89
4,3,286,12,0.0,0.0,0.6032,0,128,0,72.87
1,1,333,13,47.12,0.4478,0.7636,0,186,3,40.8
2,3,329,24,60.97,0.5767,0.6401,1,32,10,66.28
3,1,99,5,54.06,0.5329,0.5825,0,153,1,41.41
1,1,299,22,48.37,0.49,0.7402,1,356,9,42.83
4,3,291,14,56.59,0.5485,0.8072,1,329,9,57.82
2,1,276,20,41.16,0.3844,0.7584,1,58,4,45.6
1,1,348,15,35.92,0.3418,0.8462,0,112,5,35.17
4,2,205,11,65.89,0.5771,0.8044,1,121,2,61.74
4,3,133,7,68.8,0.6963,0.5268,1,281,9,67.06
1,1,131,6,0.0,0.0,0.713,1,262,0,39.3
2,1,224,15,62.72,0.6645,0.6377,0,279,3,63.55
3,2,48,2,48.64,0.5149,0.6699,0,317,9,44.47
3,3,140,8,80.12,0.728,0.793,1,73,6,74.73
2,2,136,6,62.18,0.5512,0.9805,1,185,2,77.84
1,3,119,7,57.51,0.6187,0.916,1,225,1,60.36
2,1,121,7,0.0,0.0,0.5981,0,129,0,50.22
3,2,309,20,73.51,0.6421,0.888,1,318,3,74.87
4,3,229,12,88.36,0.8948,0.8308,1,195,5,85.1
4,1,41,2,45.97,0.4603,0.3592,0,257,9,35.42
3,3,72,4,63.04,0.5699,0.5961,1,229,8,59.51
4,1,270,13,61.51,0.6727,0.5901,1,77,4,54.72
3,1,340,18,50.84,0.5178,0.7034,0,232,3,47.54
3,2,303,22,66.76,0.6159,0.7184,0,293,4,70.74
1,1,168,11,45.61,0.4378,0.9472,1,56,5,48.76
1,3,58,2,45.74,0.502,0.7415,0,155,6,47.38
2,3,301,15,69.25,0.644,0.5671,1,176,1,61.24
1,3,116,6,48.29,0.4911,0.5353,1,339,1,46.14
3,1,320,16,80.08,0.7291,0.6908,1,308,2,75.54
4,3,202,13,76.71,0.7256,0.5464,1,43,8,70.13
2,3,33,2,50.4,0.4638,0.5744,1,11,3,44.4
4,2,121,7,60.69,0.5465,0.7587,1,319,3,64.99
2,2,214,16,55.1,0.5034,0.5391,0,195,8,61.87
3,1,115,6,64.98,0.7058,0.6718,1,240,9,59.96
1,3,202,14,53.95,0.5674,0.8044,1,255,8,55.51
1,1,334,14,23.42,0.2157,0.6305,0,250,6,19.32
4,1,306,16,0.0,0.0,0.6256,0,311,0,61.79
4,1,165,6,63.75,0.6241,0.725,1,285,9,59.34
3,2,259,12,78.78,0.674,0.9276,1,309,10,88.06
4,1,66,5,70.59,0.768,0.9727,1,62,3,75.53
3,2,246,11,0.0,0.0,0.5383,1,268,0,52.7
4,1,174,11,57.7,0.5165,0.6037,1,198,10,55.05
4,3,289,17,60.48,0.6117,0.7043,1,305,4,70.18
2,2,160,6,55.65,0.5335,0.8515,1,310,8,57.01
4,1,178,7,63.83,0.6515,0.478,0,261,2,67.1
4,3,179,9,79.57,0.8015,0.6247,1,341,1,74.81
4,3,51,2,75.18,0.6426,0.5109,1,50,3,72.31
2,2,195,14,45.62,0.4617,0.4617,0,267,9,43.72
4,2,204,10,70.19,0.6541,0.8199,0,226,7,69.31
2,2,346,17,57.23,0.5593,0.8736,1,135,6,58.3
2,1,138,8,57.83,0.6133,0.7242,1,122,10,62.59
1,2,261,14,52.63,0.4701,0.568,1,135,6,48.78
3,3,46,2,69.68,0.7341,0.7479,1,201,8,63.68
3,3,171,7,69.17,0.6119,0.5951,1,245,5,64.91
1,1,268,15,19.64,0.18,0.8271,0,255,6,21.44
4,2,252,15,69.62,0.6071,0.7356,1,116,4,67.78
1,1,48,2,38.34,0.3616,0.7531,1,133,4,31.19
3,3,195,9,70.2,0.6608,0.5901,1,112,6,65.89
4,2,41,2,67.94,0.5837,0.9277,1,302,10,64.23
1,1,182,9,53.92,0.5071,0.5393,1,362,10,49.67
4,2,66,5,59.75,0.54,0.8938,1,151,1,64.5
4,2,265,14,84.08,0.822,0.7042,1,259,1,80.68
4,3,323,18,61.81,0.5846,0.8541,1,18,10,61.46
3,3,332,16,0.0,0.0,0.8094,1,151,0,76.29
2,3,117,6,62.36,0.6075,0.9277,1,171,2,63.82
2,3,298,17,70.36,0.6099,0.766,1,202,2,71.62
1,2,149,10,38.76,0.4106,0.8666,1,266,9,42.14
3,2,90,7,67.32,0.575,0.9369,1,95,5,74.78
2,3,207,8,51.61,0.5569,0.8774,1,218,8,45.55
4,2,179,13,89.47,0.7776,0.5043,1,191,1,81.58
3,1,239,10,69.73,0.7348,0.9754,1,279,8,68.37
2,3,85,4,44.17,0.4645,0.6175,0,165,9,48.1
1,1,217,13,57.35,0.6079,0.5553,1,245,8,52.87
2,3,130,5,65.37,0.6802,0.7739,1,31,1,63.73
1,1,157,6,48.39,0.4427,0.991,1,98,3,50.75
3,3,262,12,81.14,0.8602,0.5508,1,42,3,70.91
3,1,71,2,55.15,0.5686,0.4372,0,180,4,46.35
2,1,57,3,0.0,0.0,0.7447,0,161,0,47.52
1,3,76,3,60.96,0.5731,0.8318,1,170,9,57.36
3,2,246,16,56.9,0.5299,0.5598,1,295,4,53.07
1,1,233,9,37.82,0.3609,0.9675,1,62,9,42.35
1,2,220,8,71.78,0.734,0.3324,0,279,6,59.61
3,1,88,5,51.11,0.4505,0.8164,1,265,2,58.0
3,3,220,9,61.24,0.6398,0.5152,1,109,9,50.43
1,3,26,2,43.6,0.4398,0.9736,1,190,9,56.9
4,1,258,20,59.26,0.5271,0.8281,0,348,3,59.96
3,3,277,12,72.87,0.7905,0.4923,0,161,4,60.07
3,1,194,9,67.14,0.7192,0.5115,1,85,8,71.34
4,1,219,17,64.66,0.6841,0.7093,1,193,8,65.27
3,2,229,10,75.62,0.8254,0.6188,0,141,9,68.37
3,2,225,9,56.97,0.5397,0.6772,1,78,4,55.03
2,3,286,16,44.76,0.4194,0.9557,1,324,6,49.16
2,2,51,2,53.09,0.5298,0.9961,1,109,2,54.13
4,1,326,20,69.59,0.7486,0.6176,0,17,7,67.87
3,1,156,6,48.49,0.4512,0.3927,0,301,8,38.64
3,2,87,5,80.37,0.83,0.6167,1,235,9,79.17
3,1,234,12,70.53,0.728,0.7016,0,262,10,67.26
1,3,289,16,57.5,0.5647,0.9174,1,179,10,55.27
2,2,298,14,62.7,0.6171,0.7202,0,279,2,61.34
2,1,248,10,54.62,0.511,0.649,1,226,8,46.15
4,3,34,2,71.09,0.6432,0.867,1,304,6,81.89
3,3,143,8,62.77,0.5463,0.9486,1,360,3,68.43
2,3,343,18,46.31,0.4037,0.8529,1,159,8,41.49
4,3,244,13,77.1,0.817,0.895,1,326,1,81.39
2,2,338,19,60.56,0.6119,0.5558,1,216,5,57.26
4,3,29,2,0.0,0.0,0.6033,1,268,0,66.28
2,1,123,5,51.59,0.5364,0.7377,1,337,1,56.57
2,1,293,18,69.86,0.7286,0.7398,1,220,8,68.73
1,3,248,12,0.0,0.0,0.9022,1,269,0,37.93
1,2,178,9,57.46,0.6088,0.6096,1,133,1,49.53
4,2,273,20,78.69,0.8421,0.7929,1,211,5,86.44
1,3,161,6,57.95,0.5843,0.3748,0,332,6,47.74
3,3,318,24,69.1,0.7291,0.7222,1,330,9,68.75
2,3,68,2,57.24,0.6254,0.9249,1,342,5,58.7
2,1,279,15,43.23,0.3846,0.4429,0,320,5,36.85
3,2,172,7,0.0,0.0,0.8048,1,21,0,54.75
4,2,313,14,85.22,0.8537,0.5658,0,199,1,81.55
3,2,74,3,70.44,0.7172,0.6378,1,287,9,63.46
2,3,289,13,50.52,0.5131,0.72,1,232,5,49.5
1,2,34,2,64.57,0.677,0.7594,0,123,4,62.1
4,3,197,8,64.82,0.5793,0.3015,0,308,9,52.21
1,2,232,9,64.07,0.5783,0.7333,1,36,3,63.6
1,1,154,8,55.1,0.5739,0.6314,1,349,3,58.54
3,3,299,16,71.9,0.7841,0.6273,1,124,2,73.88
3,2,274,17,50.37,0.4954,0.687,1,119,6,51.56
2,1,299,17,44.76,0.4672,0.8929,1,186,5,49.5
4,3,210,8,55.42,0.5616,0.5777,1,281,1,53.23
1,1,235,16,36.28,0.3957,0.5009,1,19,3,28.48
4,1,252,12,73.93,0.6755,0.8347,1,260,1,70.19
2,2,88,4,24.34,0.2384,0.8164,0,200,5,25.18
4,1,336,14,66.96,0.5724,0.8079,1,25,1,65.46
1,2,43,2,40.96,0.407,0.7162,1,315,7,40.67
2,3,228,9,59.42,0.5214,0.7892,1,131,2,52.38
4,2,230,11,68.22,0.6629,0.7836,0,192,5,63.1
4,1,93,4,57.47,0.5273,0.4175,0,186,3,50.67
1,1,164,11,19.0,0.1693,0.9878,1,126,9,31.99
4,2,185,10,70.56,0.6728,0.9422,1,365,9,78.36
2,3,30,2,80.86,0.7609,0.9217,1,297,7,85.51
2,2,200,13,55.83,0.5325,0.7354,1,312,10,65.6
1,1,284,12,30.23,0.2648,0.8361,1,110,8,40.08
2,1,190,8,57.07,0.4969,0.5691,0,338,6,41.66
2,2,341,14,59.33,0.5713,0.8146,1,203,6,54.76
3,3,187,11,73.52,0.645,0.7249,0,282,1,67.9
3,1,134,7,52.65,0.538,0.4133,0,341,7,51.19
1,3,244,13,39.24,0.3862,0.931,1,51,1,44.05
2,1,63,4,65.43,0.5998,0.3536,0,104,8,60.46
4,1,30,2,46.84,0.4545,0.9601,1,249,8,55.88
1,2,272,15,48.63,0.4309,0.5013,1,225,8,48.26
4,3,119,4,71.35,0.6328,0.7618,1,274,7,71.16
3,1,281,16,62.26,0.6579,0.7647,0,345,9,64.54
3,2,177,13,69.92,0.6089,0.6949,0,360,9,68.8
1,2,153,6,41.5,0.4264,0.5077,1,162,9,33.17
2,2,330,18,0.0,0.0,0.338,0,201,0,49.01
1,1,321,18,0.0,0.0,0.5876,1,180,0,34.55
2,1,228,10,35.72,0.3887,0.5017,1,99,5,35.03
1,3,286,15,58.42,0.6197,0.5995,1,198,4,56.93
2,3,343,16,0.0,0.0,0.7243,1,177,0,57.95
1,2,218,11,51.26,0.4513,0.8672,1,165,5,55.12
1,1,303,19,46.4,0.5048,0.7411,1,306,1,48.84
1,1,333,18,42.5,0.46,0.5673,0,23,7,35.34
4,1,318,19,70.93,0.6706,0.9816,1,139,2,85.26
2,3,131,8,44.38,0.4392,0.6065,0,216,6,37.23
4,1,29,2,64.41,0.6531,0.7936,1,242,3,78.01
2,1,146,11,39.69,0.355,0.7101,1,241,3,41.86
4,2,199,14,0.0,0.0,0.6405,1,283,0,84.45
4,3,136,5,68.42,0.5849,0.6448,1,257,8,64.54
1,2,209,9,27.16,0.2854,0.5587,1,65,4,32.72
4,2,182,7,73.59,0.7025,0.7559,1,243,5,78.64
2,1,176,9,45.69,0.4962,0.8791,1,306,4,50.9
4,3,203,9,0.0,0.0,0.6895,1,312,0,70.43
4,1,136,7,61.6,0.6199,0.9416,1,243,6,61.4
4,3,130,6,71.56,0.6341,0.5576,0,104,6,69.68
4,1,68,5,56.88,0.501,0.7097,1,105,7,48.68
1,2,110,6,24.84,0.2255,0.8882,1,36,2,29.63
2,2,168,9,53.63,0.5677,0.6889,1,142,6,44.32
2,3,201,9,63.89,0.5976,0.6959,1,81,3,61.74
3,1,271,12,0.0,0.0,0.5104,0,145,0,50.54
3,2,297,16,82.56,0.8212,0.8998,1,15,5,87.18
3,1,98,5,0.0,0.0,0.9872,1,220,0,57.89
3,1,270,14,56.74,0.5604,0.7233,1,213,6,55.74
2,3,327,13,66.55,0.7183,0.7946,0,328,2,66.36
3,3,131,5,62.93,0.6391,0.736,1,278,9,60.06
4,1,64,4,63.03,0.6614,0.7496,0,252,2,58.3
4,2,145,9,72.65,0.7159,0.7355,1,19,2,68.86
2,3,274,17,81.73,0.7247,0.6868,0,11,10,79.29
1,3,212,8,56.69,0.5384,0.8098,1,347,1,58.56
3,2,237,17,59.16,0.6182,0.7029,1,358,7,68.51
4,2,142,6,77.05,0.6656,0.8835,1,159,6,73.66
2,1,31,2,23.02,0.2475,0.6081,1,283,5,24.97
1,2,157,9,55.07,0.4892,0.567,0,147,9,50.48
1,3,349,19,33.43,0.3314,0.9906,1,257,1,45.66
2,1,317,23,41.28,0.4384,0.6981,0,190,1,45.36
2,3,255,11,54.23,0.5631,0.7528,1,313,4,54.27
1,2,215,9,22.56,0.1961,0.901,1,340,1,23.11
2,1,263,16,50.49,0.5548,0.9574,1,163,7,64.3
4,1,91,5,59.87,0.5863,0.8466,1,101,1,61.66
4,3,255,16,72.87,0.7068,0.6289,1,107,10,78.38
3,1,180,8,51.39,0.5035,0.836,0,202,7,51.27
4,3,182,12,79.48,0.8415,0.7857,1,125,8,76.61
3,3,89,5,54.06,0.5762,0.8132,1,35,9,57.95
1,2,206,11,45.84,0.4088,0.8896,1,365,7,52.47
2,1,41,2,47.43,0.4305,0.5423,1,147,9,45.2
1,1,195,14,44.02,0.457,0.4003,0,169,3,39.57
1,2,240,12,0.0,0.0,0.8171,1,277,0,30.28
3,1,136,5,68.7,0.6745,0.7242,1,166,9,70.57
2,3,190,9,62.13,0.6504,0.5412,1,190,10,63.34
2,3,245,11,64.17,0.6645,0.8897,1,216,2,65.68
2,1,334,17,66.49,0.5744,0.7266,1,44,9,62.17
3,2,152,6,75.75,0.7041,0.5262,1,155,5,68.78
4,3,277,14,0.0,0.0,0.7214,1,196,0,77.5
2,3,125,7,48.94,0.4183,0.606,1,353,3,44.9
2,3,310,14,56.34,0.5433,0.739,0,271,5,53.88
1,2,144,9,47.86,0.4317,0.4265,0,168,3,39.92
1,1,154,12,62.35,0.614,0.7504,0,90,9,64.18
1,2,62,3,52.67,0.4603,0.6898,0,197,2,51.66
3,2,325,13,54.1,0.5456,0.6367,1,87,4,55.86
3,2,226,14,53.1,0.5593,0.5658,1,129,1,51.13
1,2,71,3,48.59,0.5228,0.8715,1,362,5,47.73
1,3,265,19,80.31,0.7822,0.8125,0,231,7,79.85
2,1,92,3,62.31,0.5679,0.7153,1,220,6,64.49
3,3,246,16,87.93,0.8482,0.6563,1,158,2,84.79
2,1,222,11,52.05,0.5293,0.7227,1,49,5,46.61
4,1,283,22,76.74,0.8281,0.7088,1,59,9,79.4
1,3,287,15,56.05,0.4902,0.5191,1,210,8,48.72
2,3,292,21,44.01,0.4128,0.8425,1,225,8,52.75
1,2,220,13,33.68,0.3501,0.5802,1,255,6,34.6
4,1,274,19,0.0,0.0,0.9918,1,67,0,70.31
3,2,104,5,48.43,0.4138,0.8636,1,24,7,52.84
2,1,291,13,45.77,0.461,0.5516,1,140,9,42.4
2,2,261,11,59.47,0.5107,0.7634,1,223,4,61.8
4,2,276,11,81.07,0.7753,0.5227,1,352,1,71.46
4,1,180,11,49.57,0.5027,0.8126,0,18,1,55.2
1,1,202,11,40.7,0.3704,0.7384,1,133,3,39.97
4,2,310,16,72.51,0.6359,0.7402,1,88,9,64.97
1,1,95,3,60.7,0.5671,0.3318,0,185,4,42.42
1,3,313,15,87.99,0.857,0.6185,1,271,8,79.84
4,1,134,11,65.91,0.6012,0.6692,0,24,4,67.52
2,2,105,5,70.19,0.6829,0.639,1,234,9,57.75
4,2,223,15,77.11,0.7512,0.3549,0,320,9,71.28
3,1,256,11,54.94,0.4845,0.4235,0,156,10,46.23
1,2,77,5,44.83,0.4549,0.8683,1,144,1,51.1
2,3,31,2,63.72,0.628,0.3988,0,306,6,58.74
2,2,166,9,47.4,0.4069,0.8998,1,223,9,53.14
4,3,190,8,73.03,0.6472,0.6298,1,294,4,71.99
2,2,122,5,36.04,0.3846,0.3422,0,197,3,34.19
1,3,41,2,55.63,0.5858,0.894,1,319,6,55.46
2,3,68,5,56.77,0.6147,0.9367,1,300,7,65.26
1,3,340,24,49.97,0.507,0.9442,1,258,5,53.06
4,3,173,13,0.0,0.0,0.3432,0,57,0,52.09
2,1,312,15,46.13,0.3932,0.9608,1,128,4,52.88
4,3,26,2,85.12,0.7238,0.8962,1,207,7,90.91
4,1,259,13,70.06,0.5994,0.7451,0,191,1,64.88
3,2,89,3,49.58,0.48,0.5273,1,147,2,47.23
1,1,255,16,67.87,0.6834,0.9848,1,240,9,76.06
2,3,79,3,58.28,0.5375,0.6465,0,163,6,40.15
1,1,110,6,45.2,0.4238,0.8514,1,294,7,52.37
4,1,69,3,0.0,0.0,0.848,0,318,0,64.45
4,1,109,6,79.85,0.6829,0.6453,1,276,6,75.52
4,2,218,9,52.06,0.5185,0.6358,1,139,10,47.24
2,2,79,6,0.0,0.0,0.728,1,249,0,59.83
4,1,271,16,57.56,0.6067,0.7221,1,62,4,57.88
1,1,241,10,0.0,0.0,0.5118,1,57,0,27.11
3,2,207,12,71.1,0.6795,0.6162,1,350,9,63.1
4,3,200,11,68.73,0.6667,0.9093,1,129,2,81.86
3,1,53,3,68.67,0.6839,0.7021,1,188,9,72.09
1,3,339,18,63.88,0.5776,0.6517,1,228,7,73.08
2,2,102,4,40.42,0.4237,0.9113,1,279,3,40.14
2,3,103,4,66.44,0.675,0.5391,1,133,10,55.32
3,3,271,11,70.77,0.6795,0.3032,0,196,6,56.4
2,2,261,13,56.25,0.4973,0.6836,0,310,1,51.57
2,2,230,15,51.01,0.5018,0.5078,1,161,9,48.15
3,2,273,22,51.93,0.5273,0.92,1,60,3,59.49
4,2,102,6,77.23,0.7732,0.5274,1,22,2,72.83
1,1,49,2,36.26,0.3158,0.5369,1,46,1,27.08
4,1,344,17,49.93,0.4418,0.427,0,34,1,40.87
2,3,123,6,44.74,0.4444,0.6742,0,297,4,39.92
4,2,136,10,82.87,0.8422,0.7469,1,248,4,86.56
4,2,187,8,66.24,0.575,0.7735,1,81,1,65.25
1,2,228,10,53.03,0.5144,0.6463,0,124,1,48.54
4,2,84,4,62.22,0.5583,0.8047,1,43,6,62.13
4,2,149,10,69.2,0.7035,0.8671,1,347,9,75.58
2,3,230,10,70.72,0.6436,0.8025,1,329,1,75.41
3,1,339,19,65.01,0.5946,0.6392,1,137,4,66.29
4,3,302,17,67.88,0.5896,0.6113,1,33,1,57.14
4,2,37,2,82.35,0.7986,0.6586,1,188,7,76.4
1,3,223,10,44.33,0.4798,0.8073,0,305,2,38.67
1,3,161,6,68.31,0.6606,0.3982,0,213,3,54.49
2,1,190,10,51.69,0.5198,0.8096,1,300,1,53.65
4,2,317,21,63.48,0.6946,0.6579,1,187,5,75.86
2,2,256,16,71.2,0.6437,0.9612,1,16,1,76.13
2,3,206,12,52.15,0.5036,0.5517,1,196,10,52.48
2,1,131,10,0.0,0.0,0.6807,1,137,0,59.32
2,3,110,5,57.09,0.5171,0.9322,1,66,10,60.82
1,2,128,9,39.09,0.3754,0.9908,1,158,10,47.56
1,2,93,7,47.28,0.4368,0.6267,1,354,9,49.56
1,2,338,16,44.66,0.4499,0.5785,1,177,3,41.17
1,1,211,8,0.0,0.0,0.8092,1,362,0,45.79
2,1,244,10,48.97,0.4675,0.5673,1,133,3,43.54
3,1,143,11,72.96,0.7423,0.9386,1,337,3,76.54
3,1,319,23,87.74,0.9556,0.6334,0,222,6,85.29
4,1,243,12,81.54,0.7892,0.5046,1,115,8,75.12
3,2,57,2,64.03,0.6371,0.6772,0,157,6,59.08
3,3,193,8,67.06,0.6521,0.7901,1,221,1,67.27
1,3,91,5,43.47,0.3714,0.903,1,325,1,51.12
4,1,87,5,54.96,0.5645,0.8491,1,93,2,65.94
1,2,282,12,71.42,0.7207,0.8067,0,39,3,65.81
3,2,199,9,70.1,0.6306,0.8858,1,54,10,74.18
2,2,188,10,64.54,0.6622,0.5886,1,30,6,56.69
2,1,325,26,58.25,0.4981,0.6794,1,283,3,64.95
4,1,303,17,60.81,0.6095,0.684,1,178,4,58.26
3,3,117,9,58.96,0.5842,0.7225,1,316,5,60.33
1,3,121,5,39.86,0.4094,0.7339,1,83,9,35.21
4,2,78,5,72.37,0.6153,0.9461,1,192,6,78.91
1,1,203,9,45.8,0.4124,0.7976,1,202,2,49.88
1,1,259,14,49.47,0.4366,0.7889,1,274,1,47.01
1,3,278,17,42.55,0.4394,0.8776,1,255,1,41.37
2,2,193,9,0.0,0.0,0.9282,1,122,0,80.17
2,3,290,13,43.48,0.4254,0.9816,1,297,2,53.58
1,3,157,7,34.51,0.2977,0.7842,1,340,9,39.13
1,2,340,17,57.78,0.6139,0.8267,1,162,9,56.97
3,2,166,12,0.0,0.0,0.7908,1,97,0,61.83
3,2,143,9,68.15,0.5978,0.9683,1,142,7,61.27
2,2,132,5,31.7,0.2956,0.8553,1,300,8,34.4
4,2,284,12,58.45,0.595,0.833,1,292,7,60.63
1,2,136,5,41.42,0.3561,0.8467,1,39,10,45.79
1,3,263,14,60.98,0.6154,0.6617,0,338,6,58.62
1,2,323,23,42.26,0.3801,0.6608,1,16,3,43.28
3,1,308,18,0.0,0.0,0.6121,1,80,0,68.54
4,2,125,8,62.43,0.5823,0.6427,0,89,3,66.85
3,3,90,5,62.0,0.6025,0.8961,1,178,7,70.67
3,2,213,12,59.15,0.648,0.5261,0,250,7,53.54
3,1,160,6,80.48,0.7975,0.8996,1,66,5,75.8
2,3,330,24,57.95,0.6021,0.5302,0,25,10,57.12
4,3,111,4,65.14,0.6593,0.8162,1,196,8,59.55
3,1,27,2,58.26,0.5447,0.563,1,218,5,65.72
2,3,280,15,57.95,0.5803,0.9615,1,120,8,62.64
4,1,320,14,0.0,0.0,0.9117,1,28,0,72.84
2,2,314,18,66.54,0.7233,0.9646,1,18,10,66.36
2,3,252,14,61.03,0.6219,0.729,1,320,5,65.82
4,1,59,2,68.48,0.6176,0.6264,1,323,10,63.96
1,2,108,4,40.9,0.3663,0.657,0,361,6,35.28
2,3,350,15,72.4,0.7819,0.8047,1,67,1,70.22
1,2,106,7,57.63,0.4959,0.6076,0,84,6,47.9
4,3,168,11,0.0,0.0,0.8102,1,175,0,70.5
4,1,305,12,0.0,0.0,0.5754,1,364,0,57.16
1,1,110,6,17.64,0.1613,0.6828,1,306,9,19.28
3,1,234,19,55.64,0.531,0.5097,1,228,9,63.91
4,1,346,22,55.87,0.5382,0.6253,1,263,5,57.97
3,1,335,21,48.98,0.4749,0.9338,1,232,5,59.72
4,1,304,19,64.25,0.568,0.5733,1,215,6,65.79
